,Movie_Title,Storyline
873,874. Buffalo Kids,"After a harrowing home invasion and kidnapping in 2015, a couple is accused of staging the ordeal when the woman reappears in this true-crime docuseries."
874,875. Wistoria: Wand and Sword,"In the heart of Middlesbrough, a quirky bunch of LGBTQ+ pals embrace their identities, finding solace and joy within their community's small but vibrant pocket."
875,876. American Nightmare,"Explores the story of one of the greatest gambles of Franklin's career. At age 70, Franklin outmaneuvered British spies and French informers while engineering the Franco-American alliance of 1778."
876,877. Smoggie Queens,"Rookie detective Park Sun Woo and Seo Do-Cheol, a veteran of the Violent Crimes Investigation Division team, chase after a serial killer who shakes up their world."
877,878. Franklin,"Lured into an unwelcome reunion at a vacant ski lodge, former college friends fight to escape alive as they are targeted by an unseen adversary, and long-buried secrets may hold the truth about who's pulling the strings."
878,"879. I, the Executioner","When Bikini Bottom is scooped from the ocean, scientific squirrel Sandy Cheeks and her pal SpongeBob SquarePants saddle up for Texas to save their town."
879,880. Trapped in the Rocky Mountains,"A woman in Hollywood cares for injured hummingbirds, experiencing personal growth as she witnesses their fragility and resilience."
880,881. Saving Bikini Bottom: The Sandy Cheeks Movie,"Liu Chunhe, a young man with cerebral palsy, overcomes physical and mental barriers while fulfilling his grandmother's dream and discovering his life's purpose, leading to transformation and a fresh start."
881,882. Every Little Thing,"An ensemble family drama based on the bestselling novels from Karen Kingsbury, that follows Elizabeth and John Baxter, and their adult children, as they navigate life's highs and lows, both with and without God."
882,883. Big World,"When a group of friends arrive at the wrong address for their annual reunion vacation, Desperate, they break into a isolated house only to later discover it belongs to psychotic killers dressed as Goldilocks and the Three Bears."
883,884. The Baxters,Uryuu Kamihate aims to enter medical school but finds his new foster home is a shrine where he must marry one of the three Amagami sisters and take over the temple.
884,885. Goldilocks and the Three Bears: Death and Porridge,"In near future, everyone's gotten used to the 10, 000-mile alien tentacle that materialized in the sky, and a struggling beekeeper and a grieving wanderer must join together and take a dangerous roadtrip to get their teleported stuff back."
885,886. Tying the Knot with an Amagami Sister,"Once rivals in school, two brilliant doctors reunite by chance - each facing life's worst slump and unexpectedly finding solace in each other."
886,887. We're All Gonna Die,"It follows Largo Winch, who is devastated by the kidnapping of his son. He realizes that if he finds those responsible for his bankruptcy, maybe he'll see his son again."
887,888. Doctor Slump,A folktale about twin siblings who suspect their father is hiding secrets to their deceased mother's connection with the supernatural.
888,889. The Price of Money: A Largo Winch Adventure,"Ella is deathly afraid of werewolves; now she's pregnant with one. Forced into a contract marriage with billionaire Alpha Dominic Moon, she must hide her identity to survive."
889,890. Queen of Bones,"A Psychological Thriller about a state park ranger husband and his wife struggling to come to terms with their missing teenage son while dealing with a local mystery that questions their relationship and in the end, their grip on reality."
890,891. Accidental Surrogate for Alpha,"A tribute to a young artist of unlimited raw talent and the deep, creative relationships she has with her mentors and influences."
891,892. Outbreak,"Spain, 1981: When armed men hold up a bank and take hundreds hostage, a reporter races against the authorities to uncover the true motive for the heist."
892,893. Liza: A Truly Terrific Absolutely True Story,Janice's steamy obsession to imitate Lexi propels them to campus stardom. But dark secrets blur the lines between authenticity and seductive deception.
893,894. Bank Under Siege,"When Yuki meets a handsome stranger who helps her out on the train, what sort of relationship will bloom? Could this be something real? Or will these feelings melt away with the snow?"
894,895. Bedspacer,"When an earthquake turns Seoul into a lawless badland, a fearless huntsman goes on to rescue a teenager from a mad doctor who held the teenager captive in a camp full of dangerous cultists."
895,896. A Sign of Affection,A small village of Northern France is the battleground of undercover extraterrestrial knights.
896,897. Badland Hunters,"In the underground coal mines, Nam and Viet, young miners, face danger and darkness. One prepares to leave for a new life, but they must find Nam's father's remains, a soldier lost in a faraway forest, retracing the past through memories."
897,898. The Empire,"During a weekend backpacking trip in the Catskills, 17-year-old Sam navigates the clash of egos between her father and his oldest friend."
898,899. Viet and Nam,"Desperate parents Dedo and Carlotta Klatt search for their missing daughter months after her disappearance. Frustrated by the police's inability to find her, they investigate their neighbors, uncovering dark secrets behind closed doors."
